uuid,lineId,points
2cf5d8d3-7c2b-4aaf-af0a-6c2b04fb4735,95,0
2d12a1bd-de5a-4aa8-9d8c-d82ecd2e1d10,83,0
2d28cf96-4b03-4ef2-ba98-2f6772dc46d5,8,0
2d46eab3-7fc0-410b-bf59-e9a36734692a,82,0
2dd7bb20-31f9-48fb-93d1-2b3c02040d93,49,0
2df69e65-13d7-45da-aeed-85c02a02fb9a,54,0
2e127f12-5f72-411d-a7d6-56910c94f61a,6,0
2e5fcf93-258c-48a9-99c6-a398a6c2fcd8,43,0
2e7b2d22-39a5-4400-9933-737e302f308e,9,0
2e8cf748-5138-445e-8f77-d3a0fd9a507b,19,0
2ea176b0-29d1-476f-9e28-e3a31147a790,51,0
2eb885e9-6807-4d34-bc94-caa0655358da,92,0
2ebdcbd5-b4aa-440d-a520-7cbd28cc6fbd,8,0
2ebe7982-724f-41a8-bec4-21fe0a520e7f,65,0
2ef4e3d6-9ddf-4e42-9652-1bf3b4c5ff9b,38,0
2f1a7d7d-d888-4ab0-a0be-0d2e45bb5d31,92,0
2f4d943c-d939-4fdb-a89b-52bd48cd1dca,55,0
2f8a22e4-903d-4bf7-a51a-30935544ba6a,89,0
2f8bfbc3-8930-46ef-a346-33ca6ba7b4c7,82,0
2fb8adc2-c455-443c-8a10-bd5870943fe4,88,0
2fd7e7dc-7ae0-468b-b2aa-a02e08446227,58,0
2ff6694e-348c-4782-abb6-70c8d706d5ae,4,0
302f7dfe-6dcf-4baa-b7d6-4202af7693ae,29,0
304ca38c-b77c-4b31-be5b-2201434d3504,64,0
30550b22-e99f-4fff-b972-39413f59a12a,42,0
306d5085-6880-40a6-9fb3-245d9f50589e,37,0
309cb843-6591-429c-88f1-2b82fe1245e7,82,0
30ac2832-3e93-416e-bbde-5db82b3b3510,59,0
30b0a550-b12c-4fe2-91d5-3f33b6e06ae4,65,0
30bc7fb2-10cf-4ded-bdc4-52fcf407cc3f,87,0
313af667-8e22-4505-b317-f2a3874ef394,74,0
3141ba68-97ec-46f7-8392-29d9face18ef,69,0
31570200-bf4e-4356-8196-79e091600532,7,0
315ef838-8fc6-4215-b3ea-8ff3e80f7875,28,0
3162bb57-6b63-4fce-b036-f2f2d6a779c7,5,0
31b01431-463d-4810-922e-ba9535237f3c,29,0
31edbcbc-5362-463d-93b0-54570b794d9b,35,0
3259f813-2f36-434c-aba2-143a2ddf6c39,88,0
326a21b6-8a5a-4111-86ef-fbfcc29a63a7,93,0
32a52b69-6b70-442a-9f27-69769db21e10,13,0
32a56f58-d35b-47fd-aae5-975f9b600722,81,0
32cb7bac-3865-4f5d-84a2-38b974b6c79c,75,0
3302a042-ecf9-4ea3-be41-b8d07b827de9,55,0
333e2332-2b17-416f-858d-f2d80ffb930b,61,0
33481ca2-431f-4549-87e9-e650b71b89df,27,0
33eaf9d2-5476-42b9-a7d4-9d135cb71ea9,88,0
3433626f-5199-46f0-8d15-845192f1e880,17,0
34467822-8461-482d-a72b-4f8d4f383682,27,0
347fed55-eee3-4296-96a7-3092dcda19c5,39,0
34bef725-a993-4ef7-8f85-152ca12c9105,74,0
34d01940-df9b-4875-83ad-f83600f97fa9,12,0
34e86aa1-42ec-436d-a1f7-b17089b055f3,51,0
3505d1d3-1b2d-4b22-a4fd-14b439dc2006,54,0
35067d5f-c9a4-4c4e-83fb-bfeb6f7bf51a,47,0
350a6739-94bd-4c8b-8eef-ef344cad0285,8,0
354206bb-a1bf-48fd-ba29-55c4a914fde4,5,0
35621deb-6e56-458d-9aa2-6761ca7ed154,1,0
35b11b0e-7f11-4abb-a7d5-dffe4053b2a9,73,0
35de83a8-d9a2-4e7e-a3fa-6f01d5106e66,69,0
35e68e27-1aa2-4120-bf8d-4e8aba236539,81,0
362edaa8-b971-4754-82fa-3712955dc13f,52,0
367cd5f5-b2b4-47ac-b2e0-cbcfb28d0ebf,44,0
36b58ec0-557b-425e-8456-6be700f0ae45,87,0
36c68be4-31bd-4f3d-89d5-d9801847ed3f,7,0
36f835f5-71e2-447d-abf8-7d29070e72e4,64,0
3709088f-c9a7-405c-a950-5bf8e3557056,92,0
370abe96-1b95-45f4-a793-1f08fcb385c7,75,0
3715a78c-78cd-4b31-adef-f83bff9b4480,87,0
371cd0a2-f196-44fc-9037-581a8861463a,41,0
3767b92a-b7d0-47c8-b5dd-143815180fa9,1,0
376c78b2-76bc-4a7d-bdf2-86c94acfe1d3,95,0
37880968-c487-4f6f-b4ad-2d8a184a4cf8,92,0
37b43114-88b4-49ac-8376-0d7879a3efd0,58,0
37f75a4b-b0f8-45cb-8869-36a8772cd60c,43,0
37fc13be-3232-4a4d-b4e5-a38a888dd05b,58,0
3872a783-9305-4887-8da2-cd0e84e84e23,65,0
387b8665-d258-4938-bced-051ebfcf464e,92,0
38c79997-5977-4132-a632-2537cd62f731,63,0
38ca3d2b-1763-4d2d-8e21-36e0f0ac71c6,12,0
38d5a24d-dada-432a-8de3-1c32a4e5bb80,9,0
38de2fbb-0938-4936-887d-a579cf4fddcb,41,0
391790e4-40f6-4ea7-8c0b-da2703d19c2a,5,0
39364c5d-b321-4bcc-9619-fd51662f15f2,38,0
3979bf21-3c9c-4d9b-8551-d21cf13c0a4f,9,0
39ac7287-5a41-42a2-be18-1e0d8ca458e3,35,0
39c70a19-a346-48a3-9c35-2895058171cd,87,0
3a053bfe-d000-48dc-ba11-505dbdd42fef,56,0
3a1819b9-e60f-4c96-b1a3-113574f89675,21,0
3a334cfc-fd67-4497-b77b-107441ec4cce,8,0
3a47ed9d-8488-4595-994e-a9c39fb8043d,89,0
3a48ca6b-b3fb-4ca0-ac75-6cc2e33d39f2,86,0
3a6148fa-e5b9-47d2-92a8-ebd0a598121e,46,0
3a834792-efbe-4669-b871-752ea0ac87b6,37,0
3a8dcd17-51a8-4a98-9d00-aaae0f2de361,81,0
3a97e71f-025a-474d-babd-02f0e98a29f4,7,0
3a9aea81-995f-4dab-8647-a20a1ac47f1b,54,0
3ab37acd-179b-4868-9cd6-73dc0b78d3ef,76,0
3ae49bdd-1a53-42eb-873e-7b29b52edad2,55,0
3aeed220-13bb-46be-94cf-b9ccce48a7e9,81,0
3b67c67f-a06b-4345-95ea-060b8707127f,8,0
3bb6eb29-07c3-42d0-9e56-331afdcccaa3,81,0
3bbb9ace-2d2f-46b1-bc3c-c9dc8adf66e9,54,0
3c27b368-445f-427d-8908-eba46c10a37d,56,0
3c2f9e85-d4c4-4e7d-8d4f-0fb495de3355,81,0
3c380169-bbb6-4b37-9dd8-0408fd80a30d,8,0
3c863566-8f95-4d40-b545-7778af535db2,4,0
3cacb394-7843-40c2-8dae-a2135b442750,42,0
3d172c55-4186-46b4-97a8-39e1f97fa47c,81,0
3d2b93a0-1de6-4bca-b839-fcbd23f8af74,95,0
3d329c49-1d54-4ca7-a7bd-178102a63606,45,0
3d778b79-8093-4e46-8ec9-eb41b7f6559d,64,0
3d78f083-d997-42da-b0f9-7cb1acd86079,87,0
3de59b82-d27f-4621-99ee-9eafdaff00d0,79,0
3de6de14-783d-46c3-af4e-7e6df62fa631,86,0
3e069d5e-5436-4997-a46a-2b54c251fbab,4,0
3e189d66-fa0b-4f4a-8337-b045d2eb5a43,66,0
3e1bc961-ee6f-4046-b588-e6f187c701c5,79,0
3e1d9788-5507-41ed-b6a2-f4c21782a4be,77,0
3e1e690c-0a23-4c3a-a678-562eb79db4d3,81,0
3e2095cc-5197-468a-a73f-79bca985f42a,56,0
3e46c5c8-a700-4443-a208-e2e1e4b16595,63,0
3e64c9d3-f12a-4315-bd63-79581ae74921,71,0
3e6b3c69-26be-4739-9b87-3d444fca8331,9,0
3ec97188-69af-432e-b7e6-3369ce16c9ac,25,0
3f13354d-792b-4c9f-9b03-e69e82b49015,46,0
3f3d86be-b5c8-464e-af9b-6dde5bcfa66d,28,0
3f5be770-7f33-4f4c-9053-8a6c5fd2a13c,2,0
3f963357-aded-4b47-b10d-fe407939c5b5,46,0
3fa8fdcb-b578-4c92-a12d-1004e0763890,12,0
3fed37e8-8345-45ad-ab8d-39db5afb1ad8,38,0
401241b6-1d4f-4b0e-abb6-dbcb2c7ae0b8,6,0
403c80e5-6066-4404-bd2c-40fd9a76eca5,81,0
409bf7da-b6f3-4ab7-bd4a-51ca84a052b9,12,0
40fc3bdc-02d1-4ec7-a7ec-d6c627f3e521,14,0
41443828-d610-4b88-b9da-317948418e8d,8,0
417844e9-6138-413e-9520-3d54cca27e9a,74,0
41b3b1d2-8f6e-4be9-b8af-ffb627eda4fd,29,0
41b7154a-7006-4b53-b105-56a8c3a0873e,66,0
41b948d5-5a26-4e08-a0f1-07e7c444de6e,58,0
