stop_name,route_id,headsign,arrival,departure
CORROY-LE-CHATEAU Grand'route,N2770-22080,,19:48:00,19:48:00
CORROY-LE-CHATEAU Bruynette,N3830-22081,,19:41:00,19:42:00
CORROY-LE-CHATEAU Bruynette,N2770-22080,,19:49:00,19:49:00
CORROY-LE-CHATEAU Bruynette,N3830-22081,,19:24:00,19:25:00
CORROY-LE-CHATEAU Bruynette,N3830-22081,,20:24:00,20:25:00
CORROY-LE-CHATEAU La ronce,N2770-22080,,19:50:00,19:50:00
VELAINE-SUR-SAMBRE Aux Combattants,C0156-23286,,20:52:00,20:52:00
VELAINE-SUR-SAMBRE Aux Combattants,C0156-23286,,19:57:00,19:57:00
VELAINE-SUR-SAMBRE Place de l'Eglise,C0156-23286,,20:51:00,20:51:00
VELAINE-SUR-SAMBRE Place de l'Eglise,C0156-23286,,19:56:00,19:56:00
VELAINE-SUR-SAMBRE Prahy,N2760-22113,,19:34:00,19:34:00
VELAINE-SUR-SAMBRE Rue du Prahy,N2760-22113,,19:33:00,19:33:00
VELAINE-SUR-SAMBRE La Roche,N2760-22113,,19:33:00,19:33:00
SPY Rue Bas de la place,N2230-22077,,20:33:00,20:33:00
SPY Rue Bas de la place,N2230-22077,,19:33:00,19:33:00
SPY Rue Bas de la place,N2580-21275,,19:31:00,19:31:00
SPY Rue Bas de la place,N2580-21275,,20:31:00,20:31:00
SPY Rue Bas de la place,N2580-21275,,20:01:00,20:01:00
SPY Rue Bas de la place,N2580-21275,,21:01:00,21:01:00
SPY Rue Bas de la place,N2230-22077,,19:39:00,19:39:00
SPY Rue Bas de la place,N2230-22077,,20:39:00,20:39:00
SPY Rue Bas de la place,N2580-21275,,19:41:00,19:41:00
SPY Rue des Pirettes,N2230-22077,,20:30:00,20:30:00
SPY Rue des Pirettes,N2230-22077,,19:30:00,19:30:00
SPY Rue des Pirettes,N2230-22077,,19:42:00,19:42:00
SPY Rue des Pirettes,N2230-22077,,20:42:00,20:42:00
SPY Rue de Namur,N2230-22077,,20:32:00,20:32:00
SPY Rue de Namur,N2230-22077,,19:32:00,19:32:00
SPY Rue de Namur,N2580-21275,,19:30:00,19:30:00
SPY Rue de Namur,N2580-21275,,20:30:00,20:30:00
SPY Rue de Namur,N2580-21275,,20:00:00,20:00:00
SPY Rue de Namur,N2580-21275,,21:00:00,21:00:00
SPY Rue de Namur,N2230-22077,,19:40:00,19:40:00
SPY Rue de Namur,N2230-22077,,20:40:00,20:40:00
SPY Rue de Namur,N2580-21275,,19:42:00,19:42:00
SPY Cité Joie du foyer,N2580-21275,,19:44:00,19:44:00
SPY Cité Joie du foyer,N2580-21275,,19:28:00,19:28:00
SPY Cité Joie du foyer,N2580-21275,,20:28:00,20:28:00
SPY Cité Joie du foyer,N2580-21275,,19:58:00,19:58:00
SPY Cité Joie du foyer,N2580-21275,,20:58:00,20:58:00
SPY Vieille place,N2230-22077,,19:38:00,19:38:00
SPY Vieille place,N2230-22077,,20:38:00,20:38:00
SPY Vieille place,N3850-20803,,19:30:00,19:30:00
SPY Vieille place,N2580-21275,,19:39:00,19:39:00
SPY Vieille place,N2230-22077,,20:34:00,20:34:00
SPY Vieille place,N2230-22077,,19:34:00,19:34:00
SPY Vieille place,N2580-21275,,19:33:00,19:33:00
SPY Vieille place,N2580-21275,,20:33:00,20:33:00
SPY Vieille place,N2580-21275,,20:03:00,20:03:00
SPY Vieille place,N2580-21275,,21:03:00,21:03:00
SPY Rue de Soye,N2230-22077,,20:28:00,20:28:00
SPY Rue de Soye,N2230-22077,,19:28:00,19:28:00
SPY Rue de Soye,N2230-22077,,19:44:00,19:44:00
SPY Rue de Soye,N2230-22077,,20:44:00,20:44:00
SPY Rue Sauvenière,N2230-22077,,20:29:00,20:29:00
SPY Rue Sauvenière,N2230-22077,,19:29:00,19:29:00
SPY Rue Sauvenière,N2230-22077,,19:43:00,19:43:00
SPY Rue Sauvenière,N2230-22077,,20:43:00,20:43:00
MAZY Station,B0605-21186,,20:19:00,20:19:00
MAZY Station,B0605-21186,,19:40:00,19:40:00
MAZY Station,B0605-21186,,20:40:00,20:40:00
SPY Rue des Hirondelles,N2230-22077,,20:27:00,20:27:00
SPY Rue des Hirondelles,N2230-22077,,19:27:00,19:27:00
SPY Rue des Hirondelles,N2230-22077,,19:45:00,19:45:00
SPY Rue des Hirondelles,N2230-22077,,20:45:00,20:45:00
TEMPLOUX Cimetière,N2230-22077,,20:25:00,20:25:00
TEMPLOUX Cimetière,N2230-22077,,19:25:00,19:25:00
TEMPLOUX Cimetière,N2230-22077,,19:47:00,19:47:00
TEMPLOUX Cimetière,N2230-22077,,20:47:00,20:47:00
TEMPLOUX Ferme Goffaux,N2230-22077,,20:26:00,20:26:00
TEMPLOUX Ferme Goffaux,N2230-22077,,19:26:00,19:26:00
TEMPLOUX Ferme Goffaux,N2230-22077,,19:46:00,19:46:00
TEMPLOUX Ferme Goffaux,N2230-22077,,20:46:00,20:46:00
TEMPLOUX Fond Dramois,N2232-21917,,20:02:00,20:02:00
TEMPLOUX Delchevalerie,N2230-22077,,20:22:00,20:22:00
TEMPLOUX Delchevalerie,N2230-22077,,21:22:00,21:22:00
TEMPLOUX Delchevalerie,N2230-22077,,19:50:00,19:50:00
TEMPLOUX Delchevalerie,N2230-22077,,20:50:00,20:50:00
TEMPLOUX Village,N2230-22077,,20:23:00,20:23:00
TEMPLOUX Village,N2230-22077,,21:23:00,21:23:00
TEMPLOUX Village,N2230-22077,,19:49:00,19:49:00
TEMPLOUX Village,N2230-22077,,20:49:00,20:49:00
TEMPLOUX Place communale,N2232-21917,,20:10:00,20:10:00
TEMPLOUX Rue lieutenant Maniette,N2232-21917,,20:09:00,20:09:00
TEMPLOUX Carrefour St-Antoine,N2232-21917,,20:08:00,20:08:00
TEMPLOUX Rue des Comognes,N2232-21917,,20:04:00,20:04:00
TEMPLOUX Rue Clément,N2232-21917,,20:06:00,20:06:00
SUARLEE Marronnier,N2230-22077,,20:19:00,20:19:00
SUARLEE Marronnier,N2230-22077,,21:19:00,21:19:00
SUARLEE Marronnier,N2232-21917,,19:55:00,19:55:00
SUARLEE Marronnier,N2230-22077,,19:53:00,19:53:00
SUARLEE Marronnier,N2230-22077,,20:53:00,20:53:00
SUARLEE ITCAA,N2230-22077,,19:52:00,19:52:00
SUARLEE ITCAA,N2230-22077,,20:52:00,20:52:00
SUARLEE ITCAA,N2230-22077,,20:20:00,20:20:00
SUARLEE ITCAA,N2230-22077,,21:20:00,21:20:00
SUARLEE Eglise,N2232-21917,,19:56:00,19:56:00
SUARLEE Rue des peupliers,N2232-21917,,19:57:00,19:57:00
SUARLEE Chemin de Moustier,N2230-22077,,20:21:00,20:21:00
SUARLEE Chemin de Moustier,N2230-22077,,21:21:00,21:21:00
SUARLEE Chemin de Moustier,N2230-22077,,19:51:00,19:51:00
SUARLEE Chemin de Moustier,N2230-22077,,20:51:00,20:51:00
SUARLEE Rue d'Orthey,N2232-21917,,19:59:00,19:59:00
TEMPLOUX Monument,N2232-21917,,20:01:00,20:01:00
JEMEPPE Rue du Brûlé,N2580-21275,,19:30:00,19:30:00
JEMEPPE Rue du Brûlé,N2580-21275,,20:00:00,20:00:00
JEMEPPE Rue du Brûlé,N2580-21275,,20:13:00,20:13:00
JEMEPPE Rue du Brûlé,N2580-21275,,19:43:00,19:43:00
JEMEPPE Rue du Brûlé,N2580-21275,,20:43:00,20:43:00
JEMEPPE Rue de la gare,N2580-21275,,19:27:00,19:27:00
JEMEPPE Rue de la gare,N2580-21275,,19:57:00,19:57:00
JEMEPPE Rue de la gare,N2580-21275,,20:15:00,20:15:00
JEMEPPE Rue de la gare,N2580-21275,,19:45:00,19:45:00
JEMEPPE Rue de la gare,N2580-21275,,20:45:00,20:45:00
JEMEPPE Rue St-Martin,N2760-22113,,19:30:00,19:30:00
JEMEPPE Chemin de Velaine,N2760-22113,,19:30:00,19:30:00
JEMEPPE Rue du Saiwet,N2760-22113,,19:36:00,19:36:00
JEMEPPE Pré fleuri,N2760-22113,,19:31:00,19:31:00
JEMEPPE Athénée,N2580-21275,,19:25:00,19:25:00
JEMEPPE Athénée,N2580-21275,,19:55:00,19:55:00
JEMEPPE Athénée,N2580-21275,,20:17:00,20:17:00
JEMEPPE Athénée,N2580-21275,,19:47:00,19:47:00
JEMEPPE Athénée,N2580-21275,,20:47:00,20:47:00
JEMEPPE Saint-Roch,N3850-20803,,19:42:00,19:42:00
JEMEPPE Saint-Roch,N2580-21275,,19:53:00,19:53:00
JEMEPPE Saint-Roch,N2580-21275,,20:19:00,20:19:00
JEMEPPE Saint-Roch,N2580-21275,,19:49:00,19:49:00
JEMEPPE Saint-Roch,N2580-21275,,20:49:00,20:49:00
JEMEPPE Froidmont,N3850-20803,,19:40:00,19:40:00
JEMEPPE Froidmont,N2760-22113,,19:26:00,19:26:00
JEMEPPE Rue van Cutsem,N2760-22113,,19:29:00,19:29:00
JEMEPPE Rue bas Wérichet,N2760-22113,,19:27:00,19:27:00
JEMEPPE Comogne Haut,N2760-22113,,19:31:00,19:31:00
JEMEPPE Rue du Faux,N2760-22113,,19:37:00,19:37:00
MOUSTIER Rond-point,N2580-21275,,19:46:00,19:46:00
MOUSTIER Rond-point,N2580-21275,,19:26:00,19:26:00
MOUSTIER Rond-point,N2580-21275,,20:26:00,20:26:00
MOUSTIER Rond-point,N2580-21275,,19:56:00,19:56:00
MOUSTIER Rond-point,N2580-21275,,20:56:00,20:56:00
MOUSTIER Cimetière,N2580-21275,,19:47:00,19:47:00
MOUSTIER Cimetière,N2580-21275,,19:25:00,19:25:00
MOUSTIER Cimetière,N2580-21275,,20:25:00,20:25:00
MOUSTIER Cimetière,N2580-21275,,19:55:00,19:55:00
MOUSTIER Cimetière,N2580-21275,,20:55:00,20:55:00
MOUSTIER Côte de Froidmont,N2580-21275,,19:49:00,19:49:00
MOUSTIER Côte de Froidmont,N2760-22113,,19:24:00,19:24:00
MOUSTIER Côte de Froidmont,N2580-21275,,20:23:00,20:23:00
MOUSTIER Côte de Froidmont,N2580-21275,,19:53:00,19:53:00
MOUSTIER Côte de Froidmont,N2580-21275,,20:53:00,20:53:00
MOUSTIER Place de Froidmont,N2580-21275,,19:49:00,19:49:00
MOUSTIER Place de Froidmont,N2760-22113,,19:24:00,19:24:00
MOUSTIER Place de Froidmont,N2580-21275,,20:23:00,20:23:00
MOUSTIER Place de Froidmont,N2580-21275,,19:53:00,19:53:00
MOUSTIER Place de Froidmont,N2580-21275,,20:53:00,20:53:00
ONOZ Gare,N3850-20803,,19:36:00,19:36:00
JEMEPPE Route d'Onoz,N3850-20803,,19:38:00,19:38:00
JEMEPPE Route de Ham,N2580-21275,,19:51:00,19:51:00
JEMEPPE Route de Ham,N2760-22113,,19:26:00,19:26:00
JEMEPPE Route de Ham,N2580-21275,,20:21:00,20:21:00
JEMEPPE Route de Ham,N2580-21275,,19:51:00,19:51:00
JEMEPPE Route de Ham,N2580-21275,,20:51:00,20:51:00
ANDOY Eglise,N2420-20687,,19:49:00,19:49:00
ANDOY La Perche,N2420-20687,,19:48:00,19:48:00
ANDOY Pommier sauvage,N2420-20687,,19:50:00,19:50:00
WIERDE Lilliput,N2420-20687,,19:47:00,19:47:00
FAULX-LES-TOMBES Chapelle,N2420-20687,,20:10:00,20:10:00
FAULX-LES-TOMBES Château,N2420-20687,,20:09:00,20:09:00
FAULX-LES-TOMBES Chemin des arches,N2420-20687,,20:15:00,20:15:00
FAULX-LES-TOMBES Ecole,N2420-20687,,20:11:00,20:11:00
FAULX-LES-TOMBES Jausse,N2420-20687,,20:08:00,20:08:00
FAULX-LES-TOMBES Les tombes,N2420-20687,,20:12:00,20:12:00
FAULX-LES-TOMBES Materne,N2420-20687,,20:13:00,20:13:00
STRUD Garage,N2420-20687,,20:18:00,20:18:00
WEPION Tir aux pigeons,N2300-20682,,19:26:00,19:26:00
WEPION Suary,N2300-20682,,19:27:00,19:27:00
WEPION Sentier de la Cure,N2040-21970,,19:33:00,19:33:00
WEPION Sentier de la Cure,N2040-21970,,20:36:00,20:36:00
WEPION Sentier de la Cure,N2040-21970,,20:03:00,20:03:00
WEPION Sentier de la Cure,N2040-21970,,21:06:00,21:06:00
WEPION Sentier de la Cure,N2040-21970,,20:13:00,20:13:00
WEPION Sentier de la Cure,N2040-21970,,21:13:00,21:13:00
WEPION Sentier de la Cure,N2040-21970,,19:47:00,19:47:00
WEPION Sentier de la Cure,N2040-21970,,20:43:00,20:43:00
WEPION Chapelle Notre-Dame de Lourdes,N2300-20682,,19:25:00,19:25:00
WEPION Brismé,N2300-20682,,19:29:00,19:29:00
WEPION Les Collets,N2040-21970,,19:27:00,19:27:00
WEPION Les Collets,N2040-21970,,20:31:00,20:31:00
WEPION Les Collets,N2040-21970,,19:57:00,19:57:00
WEPION Les Collets,N2040-21970,,21:01:00,21:01:00
WEPION Les Collets,N2040-21970,,20:19:00,20:19:00
WEPION Les Collets,N2040-21970,,21:19:00,21:19:00
WEPION Les Collets,N2040-21970,,19:53:00,19:53:00
WEPION Les Collets,N2040-21970,,20:49:00,20:49:00
WEPION Grand'Ry,N2040-21970,,19:28:00,19:28:00
WEPION Grand'Ry,N2040-21970,,20:32:00,20:32:00
WEPION Grand'Ry,N2040-21970,,19:58:00,19:58:00
WEPION Grand'Ry,N2040-21970,,21:02:00,21:02:00
WEPION Grand'Ry,N2040-21970,,20:18:00,20:18:00
WEPION Grand'Ry,N2040-21970,,21:18:00,21:18:00
WEPION Grand'Ry,N2040-21970,,19:52:00,19:52:00
WEPION Grand'Ry,N2040-21970,,20:48:00,20:48:00
WEPION Fourneau,N2300-20682,,19:32:00,19:32:00
WEPION Fourneau,N2040-21970,,19:37:00,19:37:00
WEPION Fourneau,N2040-21970,,20:40:00,20:40:00
WEPION Fourneau,N2040-21970,,20:07:00,20:07:00
WEPION Fourneau,N2040-21970,,21:10:00,21:10:00
WEPION Fourneau,N2040-21970,,20:09:00,20:09:00
WEPION Fourneau,N2040-21970,,21:09:00,21:09:00
WEPION Fourneau,N2040-21970,,19:42:00,19:42:00
WEPION Fourneau,N2040-21970,,20:39:00,20:39:00
WEPION Rue du Parc,N2300-20682,,19:30:00,19:30:00
WEPION Rue du Parc,N2040-21970,,19:35:00,19:35:00
WEPION Rue du Parc,N2040-21970,,20:38:00,20:38:00
WEPION Rue du Parc,N2040-21970,,20:05:00,20:05:00
WEPION Rue du Parc,N2040-21970,,21:08:00,21:08:00
WEPION Rue du Parc,N2040-21970,,20:11:00,20:11:00
WEPION Rue du Parc,N2040-21970,,21:11:00,21:11:00
WEPION Rue du Parc,N2040-21970,,19:44:00,19:44:00
WEPION Rue du Parc,N2040-21970,,20:41:00,20:41:00
WEPION Carrefour,N2300-20682,,19:29:00,19:29:00
WEPION Carrefour,N2040-21970,,19:34:00,19:34:00
WEPION Carrefour,N2040-21970,,20:37:00,20:37:00
WEPION Carrefour,N2040-21970,,20:04:00,20:04:00
WEPION Carrefour,N2040-21970,,21:07:00,21:07:00
WEPION Carrefour,N2040-21970,,20:12:00,20:12:00
WEPION Carrefour,N2040-21970,,21:12:00,21:12:00
WEPION Carrefour,N2040-21970,,19:45:00,19:45:00
WEPION Carrefour,N2040-21970,,20:42:00,20:42:00
WEPION Pairybonier,N2040-21970,,19:31:00,19:31:00
WEPION Pairybonier,N2040-21970,,20:35:00,20:35:00
WEPION Pairybonier,N2040-21970,,20:01:00,20:01:00
WEPION Pairybonier,N2040-21970,,21:05:00,21:05:00
WEPION Pairybonier,N2040-21970,,20:15:00,20:15:00
WEPION Pairybonier,N2040-21970,,21:15:00,21:15:00
WEPION Pairybonier,N2040-21970,,19:49:00,19:49:00
WEPION Pairybonier,N2040-21970,,20:45:00,20:45:00
WEPION Station,N2040-21970,,20:14:00,20:14:00
WEPION Station,N2040-21970,,21:14:00,21:14:00
WEPION Station,N2040-21970,,19:48:00,19:48:00
WEPION Station,N2040-21970,,20:44:00,20:44:00
WEPION Station,N2040-21970,,19:32:00,19:32:00
WEPION Station,N2040-21970,,20:36:00,20:36:00
WEPION Station,N2040-21970,,20:02:00,20:02:00
WEPION Station,N2040-21970,,21:06:00,21:06:00
WEPION Fooz,N2040-21970,,19:29:00,19:29:00
WEPION Fooz,N2040-21970,,20:33:00,20:33:00
WEPION Fooz,N2040-21970,,19:59:00,19:59:00
WEPION Fooz,N2040-21970,,21:03:00,21:03:00
WEPION Fooz,N2040-21970,,20:17:00,20:17:00
WEPION Fooz,N2040-21970,,21:17:00,21:17:00
WEPION Fooz,N2040-21970,,19:51:00,19:51:00
WEPION Fooz,N2040-21970,,20:47:00,20:47:00
WEPION Passage d'eau,N2040-21970,,19:29:00,19:29:00
WEPION Passage d'eau,N2040-21970,,20:33:00,20:33:00
WEPION Passage d'eau,N2040-21970,,19:59:00,19:59:00
WEPION Passage d'eau,N2040-21970,,21:03:00,21:03:00
WEPION Passage d'eau,N2040-21970,,20:16:00,20:16:00
WEPION Passage d'eau,N2040-21970,,21:16:00,21:16:00
WEPION Passage d'eau,N2040-21970,,19:50:00,19:50:00
WEPION Passage d'eau,N2040-21970,,20:46:00,20:46:00
WEPION Pôle Nord,N2040-21970,,19:30:00,19:30:00
WEPION Pôle Nord,N2040-21970,,20:34:00,20:34:00
WEPION Pôle Nord,N2040-21970,,20:00:00,20:00:00
WEPION Pôle Nord,N2040-21970,,21:04:00,21:04:00
WEPION Pôle Nord,N2040-21970,,20:15:00,20:15:00
WEPION Pôle Nord,N2040-21970,,21:15:00,21:15:00
WEPION Pôle Nord,N2040-21970,,19:49:00,19:49:00
WEPION Pôle Nord,N2040-21970,,20:45:00,20:45:00
DAVE Chemin de l'institut,N4330-21227,,19:57:00,19:57:00
DAVE Chemin de l'institut,N4330-21227,,20:41:00,20:41:00
DAVE Rocher du Néviau,N4330-21227,,19:55:00,19:55:00
DAVE Rocher du Néviau,N4330-21227,,20:43:00,20:43:00
DAVE Ancienne gare,N4330-21227,,19:54:00,19:54:00
DAVE Ancienne gare,N4330-21227,,20:45:00,20:45:00
DAVE Pont du curé,N4330-21227,,19:53:00,19:53:00
DAVE Pont du curé,N4330-21227,,20:50:00,20:50:00
DAVE Pré des Broux,N4330-21227,,19:52:00,19:52:00
DAVE Pré des Broux,N4330-21227,,20:51:00,20:51:00
DAVE Pierre du Bocq,N4330-21227,,19:51:00,19:51:00
DAVE Pierre du Bocq,N4330-21227,,20:52:00,20:52:00
DAVE Les sources,N4330-21227,,19:50:00,19:50:00
DAVE Les sources,N4330-21227,,20:52:00,20:52:00
DAVE Cimetière,N4330-21227,,20:46:00,20:46:00
DAVE Rue de l'école,N4330-21227,,20:47:00,20:47:00
DAVE Rue des Fonds,N4330-21227,,20:48:00,20:48:00
DAVE Rue des Sautes,N4330-21227,,20:49:00,20:49:00
DAVE Poste,N4330-21227,,20:49:00,20:49:00
PROFONDEVILLE Rond-point Jaumain,N2040-21970,,19:50:00,19:50:00
PROFONDEVILLE Rond-point Jaumain,N2040-21970,,20:54:00,20:54:00
PROFONDEVILLE Rond-point Jaumain,N2040-21970,,19:30:00,19:30:00
PROFONDEVILLE Rond-point Jaumain,N2040-21970,,20:26:00,20:26:00
PROFONDEVILLE Rue du Cato,N2040-21970,,19:49:00,19:49:00
PROFONDEVILLE Rue du Cato,N2040-21970,,20:53:00,20:53:00
PROFONDEVILLE Rue du Cato,N2040-21970,,19:31:00,19:31:00
PROFONDEVILLE Rue du Cato,N2040-21970,,20:27:00,20:27:00
PROFONDEVILLE Avenue Roquebrune,N2040-21970,,19:52:00,19:52:00
PROFONDEVILLE Avenue Roquebrune,N2040-21970,,20:56:00,20:56:00
PROFONDEVILLE Avenue Roquebrune,N2040-21970,,19:28:00,19:28:00
PROFONDEVILLE Avenue Roquebrune,N2040-21970,,20:24:00,20:24:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,19:24:00,19:24:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,20:28:00,20:28:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,19:54:00,19:54:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,20:58:00,20:58:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,19:56:00,19:56:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,20:52:00,20:52:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,19:26:00,19:26:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,20:22:00,20:22:00
PROFONDEVILLE Rue A. Gemenne,N2040-21970,,21:22:00,21:22:00
PROFONDEVILLE Le Beaulieu,N2040-21970,,19:53:00,19:53:00
PROFONDEVILLE Le Beaulieu,N2040-21970,,20:57:00,20:57:00
PROFONDEVILLE Le Beaulieu,N2040-21970,,19:27:00,19:27:00
PROFONDEVILLE Le Beaulieu,N2040-21970,,20:23:00,20:23:00
PROFONDEVILLE Le Beaulieu,N2040-21970,,21:23:00,21:23:00
PROFONDEVILLE Pont de Lustin,N2040-21970,,20:23:00,20:23:00
PROFONDEVILLE Pont de Lustin,N2040-21970,,21:23:00,21:23:00
PROFONDEVILLE Pont de Lustin,N2040-21970,,19:45:00,19:45:00
PROFONDEVILLE Pont de Lustin,N2040-21970,,20:49:00,20:49:00
PROFONDEVILLE Pont de Lustin,N2040-21970,,19:35:00,19:35:00
PROFONDEVILLE Pont de Lustin,N2040-21970,,20:31:00,20:31:00
PROFONDEVILLE Pont de Lustin,N2040-21970,,20:01:00,20:01:00
PROFONDEVILLE Pont de Lustin,N2040-21970,,20:57:00,20:57:00
PROFONDEVILLE Hôtel de ville,N2040-21970,,20:26:00,20:26:00
PROFONDEVILLE Hôtel de ville,N2040-21970,,19:48:00,19:48:00
PROFONDEVILLE Hôtel de ville,N2040-21970,,20:52:00,20:52:00
PROFONDEVILLE Hôtel de ville,N2040-21970,,19:32:00,19:32:00
PROFONDEVILLE Hôtel de ville,N2040-21970,,20:28:00,20:28:00
PROFONDEVILLE Hôtel de ville,N2040-21970,,19:58:00,19:58:00
PROFONDEVILLE Hôtel de ville,N2040-21970,,20:54:00,20:54:00
PROFONDEVILLE Chaussée de Dinant,N2040-21970,,20:25:00,20:25:00
PROFONDEVILLE Chaussée de Dinant,N2040-21970,,19:47:00,19:47:00
PROFONDEVILLE Chaussée de Dinant,N2040-21970,,20:51:00,20:51:00
PROFONDEVILLE Chaussée de Dinant,N2040-21970,,19:33:00,19:33:00
PROFONDEVILLE Chaussée de Dinant,N2040-21970,,20:29:00,20:29:00
PROFONDEVILLE Chaussée de Dinant,N2040-21970,,19:59:00,19:59:00
PROFONDEVILLE Chaussée de Dinant,N2040-21970,,20:55:00,20:55:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,19:25:00,19:25:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,20:21:00,20:21:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,21:21:00,21:21:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,19:55:00,19:55:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,20:51:00,20:51:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,19:25:00,19:25:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,20:29:00,20:29:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,19:55:00,19:55:00
PROFONDEVILLE Walgrappe - Chantraine,N2040-21970,,20:59:00,20:59:00
PROFONDEVILLE Boreuville,N2040-21970,,19:26:00,19:26:00
PROFONDEVILLE Boreuville,N2040-21970,,20:30:00,20:30:00
PROFONDEVILLE Boreuville,N2040-21970,,19:56:00,19:56:00
PROFONDEVILLE Boreuville,N2040-21970,,21:00:00,21:00:00
PROFONDEVILLE Boreuville,N2040-21970,,19:24:00,19:24:00
PROFONDEVILLE Boreuville,N2040-21970,,20:20:00,20:20:00
PROFONDEVILLE Boreuville,N2040-21970,,21:20:00,21:20:00
PROFONDEVILLE Boreuville,N2040-21970,,19:54:00,19:54:00
PROFONDEVILLE Boreuville,N2040-21970,,20:50:00,20:50:00
TAILFER Gare,N4330-21227,,19:50:00,19:50:00
TAILFER Gare,N4330-21227,,20:53:00,20:53:00
TAILFER CIBE,N4330-21227,,19:48:00,19:48:00
LUSTIN Rocher de Frênes,N4330-21227,,19:47:00,19:47:00
LUSTIN Les Ramiers,N4330-21227,,19:47:00,19:47:00
LUSTIN Gare,N4330-21227,,19:46:00,19:46:00
LUSTIN Frappe-Cul,N4330-21227,,19:45:00,19:45:00
LUSTIN Frappe-Cul,N4330-21227,,21:10:00,21:10:00
LUSTIN Frappe-Cul,N2040-21970,,19:35:00,19:35:00
LUSTIN Frappe-Cul,N2040-21970,,20:31:00,20:31:00
LUSTIN Frappe-Cul,N2040-21970,,20:01:00,20:01:00
LUSTIN Frappe-Cul,N2040-21970,,20:57:00,20:57:00
LUSTIN Rue Monty,N4330-21227,,20:54:00,20:54:00
LUSTIN Rue des Fonds,N4330-21227,,20:56:00,20:56:00
LUSTIN Maison de vacances,N4330-21227,,20:57:00,20:57:00
LUSTIN Chapelle,N4330-21227,,20:58:00,20:58:00
LUSTIN Pré Baudot,N4330-21227,,21:00:00,21:00:00
LUSTIN Rue Pépin,N4330-21227,,21:01:00,21:01:00
LUSTIN Village,N4330-21227,,21:02:00,21:02:00
LUSTIN Village,N4330-21227,,21:02:00,21:02:00
LUSTIN Hurlevent,N4330-21227,,21:04:00,21:04:00
LUSTIN Belvédère,N4330-21227,,21:05:00,21:05:00
LUSTIN Institut St-Thomas,N4330-21227,,21:08:00,21:08:00
LUSTIN Poste,N4330-21227,,21:09:00,21:09:00
LUSTIN Tantachaux,N2040-21970,,20:22:00,20:22:00
LUSTIN Tantachaux,N2040-21970,,21:22:00,21:22:00
LUSTIN Tantachaux,N2040-21970,,19:44:00,19:44:00
LUSTIN Tantachaux,N2040-21970,,20:48:00,20:48:00
LUSTIN Tantachaux,N4330-21227,,21:11:00,21:11:00
LUSTIN Tantachaux,N2040-21970,,19:36:00,19:36:00
LUSTIN Tantachaux,N2040-21970,,20:32:00,20:32:00
LUSTIN Tantachaux,N2040-21970,,20:02:00,20:02:00
LUSTIN Tantachaux,N2040-21970,,20:58:00,20:58:00
MONT CHU,N2040-21970,,19:39:00,19:39:00
MONT CHU,N2040-21970,,20:35:00,20:35:00
MONT CHU,N2040-21970,,20:05:00,20:05:00
MONT CHU,N2040-21970,,21:01:00,21:01:00
MONT CHU,N2040-21970,,20:19:00,20:19:00
MONT CHU,N2040-21970,,21:19:00,21:19:00
MONT CHU,N2040-21970,,19:41:00,19:41:00
MONT CHU,N2040-21970,,20:45:00,20:45:00
GODINNE Grand Godinne,N4330-21227,,19:41:00,19:41:00
GODINNE Gare,N4330-21227,,19:40:00,19:40:00
GODINNE Collège,N4330-21227,,19:39:00,19:39:00
MONT Route de la clinique,N4330-21227,,21:14:00,21:14:00
MONT Route de la clinique,N2040-21970,,19:39:00,19:39:00
MONT Route de la clinique,N2040-21970,,20:35:00,20:35:00
MONT Route de la clinique,N2040-21970,,20:05:00,20:05:00
MONT Route de la clinique,N2040-21970,,21:01:00,21:01:00
MONT Village,N4330-21227,,21:15:00,21:15:00
MONT Eglise,N4330-21227,,21:16:00,21:16:00
MONT Carrefour Fonds Delvaux,N2040-21970,,20:21:00,20:21:00
MONT Carrefour Fonds Delvaux,N2040-21970,,21:21:00,21:21:00
MONT Carrefour Fonds Delvaux,N2040-21970,,19:43:00,19:43:00
MONT Carrefour Fonds Delvaux,N2040-21970,,20:47:00,20:47:00
MONT Carrefour Fonds Delvaux,N4330-21227,,21:13:00,21:13:00
MONT Carrefour Fonds Delvaux,N2040-21970,,19:38:00,19:38:00
MONT Carrefour Fonds Delvaux,N2040-21970,,20:34:00,20:34:00
